site.id,study.id,citations.title,site.sitename,site.state,site.country,lat_dec,long_dec
2305,5380,Influence of landscape structure and stand age on species density and biomass of a tropical dry forest across spatial scales,Yucatan,Yucatan Peninsula,Mexico,20.089444,-89.495833
3886,5457,"Patterns of NPP, GPP, respiration, and NEP during boreal forest succession",UCI-2003,Manitoba,Canada,55.898056,-98.216111
3887,5457,"Patterns of NPP, GPP, respiration, and NEP during boreal forest succession",UCI-1998,Manitoba,Canada,56.635833,-99.948333
3888,5457,"Patterns of NPP, GPP, respiration, and NEP during boreal forest succession",UCI-1989,Manitoba,Canada,55.916667,-98.964444
3889,5457,"Patterns of NPP, GPP, respiration, and NEP during boreal forest succession",UCI-1981,Manitoba,Canada,55.863056,-98.485
3890,5457,"Patterns of NPP, GPP, respiration, and NEP during boreal forest succession",UCI-1964,Manitoba,Canada,55.911667,-98.382222
3891,5457,"Patterns of NPP, GPP, respiration, and NEP during boreal forest succession",UCI-1930,Manitoba,Canada,55.905833,-98.524722
2156,5479,Fire control as a simple means of promoting tropical forest restoration,Ngogo,,Uganda,0.45,30.425
2174,5599,"Restoration of Ecosystem Carbon Stocks Following Exclosure Establishment in Communal Grazing Lands in Tigray, Ethiopia",Tigray,Tigray,Ethiopia,13.5,38.5
3871,5641,Aboveground and belowground biomass and carbon pools in highland temperate forest landscape in Central Mexico,Cofre de Perote,Veracruz,Mexico,19.441111,-97.1225
2230,5747,Effect of conversion of sugarcane plantation to forest and pasture on soil carbon in Hawaii,Hamakua,Hawaii,United States,19.5,-155.25
298,5848,"Changes in above- and belowground biomass in early successional tropical secondary forests after shifting cultivation in Sarawak, Malaysia",Niah Forest Reserve chronosequence 1/2,Sarawak,Malaysia,3.65,113.7
286,5876,Nitrogen and phosphorus additions negatively affect tree species diversity in tropical forest regrowth trajectories,Fazenda Vitoria,Para,Brazil,-2.983333,-47.516667
2158,5891,Carbon cycling and net ecosystem production at an early stage of secondary succession in an abandoned coppice forest,Mt. Norikura,Gifu,Japan,36.116667,137.383333
3827,5962,"Assessments of the impacts of Chinese fir plantation and natural regenerated forest on soil organic matter quality at Longmen mountain, Sichuan, China",Kuanba forest region,Sichuan Province,China,32.2,104.316667
3500,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",F3,,China,33.583889,107.843333
3516,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",H2,,China,33.581944,107.841944
3577,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",S5,,China,33.586389,107.849722
3600,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",S4,,China,33.5525,107.820833
3616,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",N2,,China,33.5625,107.825556
3633,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",S2,,China,33.587778,107.850556
3681,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",F1,,China,33.547778,107.818333
3745,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",S3,,China,33.584722,107.844444
3785,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",H1,,China,33.584444,107.844722
3791,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",N1,,China,33.581667,107.841944
3799,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",S1,,China,33.553333,107.8225
3814,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",H3,,China,33.561667,107.825278
3876,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",F2,,China,33.552222,107.820833
13992,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",N3,,China,33.589167,107.853611
13993,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",N4,,China,33.585556,107.85
13994,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",N5,,China,33.588889,107.851944
13995,5997,"Vegetation community and soil characteristics of abandoned agricultural land and pine plantation in the Qinling Mountains, China",N6,,China,33.589167,107.820556
297,6058,Recovery process of a mountain forest after shifting cultivation in Northwestern Vietnam,Co Ma,Son La Province,Vietnam,21.383333,103.633333
2419,6196,ABOVE-GROUND BIOMASS ACCUMULATION AND GROWTH IN A MARGINAL Nothofagus macrocarpa FOREST IN CENTRAL CHILE,El Roble,NA,Chile,-37.966667,-71.016667
13972,6214,Response of runoff and soil loss to reforestation and rainfall type in red soil region of southern China,Ecological Benefits Monitoring Station,Hunan Province,China,29.433333,111.216667
293,6412,Loss of carbon sequestration potential after several decades of shifting cultivation in the Southern Yucatan,El Refugio,Campeche,Mexico,18.816667,-89.383333
294,6412,Loss of carbon sequestration potential after several decades of shifting cultivation in the Southern Yucatan,Nicolas Bravo,Quintana Roo,Mexico,18.45,-88.933333
295,6412,Loss of carbon sequestration potential after several decades of shifting cultivation in the Southern Yucatan,Arroyo Negro,Campeche,Mexico,17.883333,-89.283333
36,6413,Diversity and structure of regenerating tropical dry forests in Costa Rica: Geographic patterns and environmental drivers,Palo Verde,,Costa Rica,10.35,-85.35
37,6413,Diversity and structure of regenerating tropical dry forests in Costa Rica: Geographic patterns and environmental drivers,Santa Rosa,Guanacaste,Costa Rica,10.84,-85.62
3892,6416,N-2 fixing alder (Alnus viridis spp. fruticosa) effects on soil properties across a secondary successional chronosequence in interior Alaska,Bonanza Creek Experimental Forest,Alaska,United States,64.8,-148
39,6420,"Rapid Recovery of Biomass, Species Richness, and Species Composition in a Forest Chronosequence in Northeastern Costa Rica",Sarapiqui,Heredia,Costa Rica,10.43,-83.98
3893,6450,"Self-restoration of post-agrogenic sandy soils in the southern Taiga of Russia: Soil development, nutrient status, and carbon dynamics",Valday 3,,Russia,58.273333,33.235556
3894,6450,"Self-restoration of post-agrogenic sandy soils in the southern Taiga of Russia: Soil development, nutrient status, and carbon dynamics",Valday 20,,Russia,58.078056,33.325556
3895,6450,"Self-restoration of post-agrogenic sandy soils in the southern Taiga of Russia: Soil development, nutrient status, and carbon dynamics",Valday 55,,Russia,58.081389,33.319444
3896,6450,"Self-restoration of post-agrogenic sandy soils in the southern Taiga of Russia: Soil development, nutrient status, and carbon dynamics",Valday 100,,Russia,58.109167,33.320833
2083,6521,Temporal patterns of net soil N mineralization and nitrification through secondary succession in the subtropical forests of eastern China,Tiantong National Forest Park,Zhejiang Province,China,29.8,121.783333
41,6559,Soil organic matter dynamics during 80 years of reforestation of tropical pastures,Sierra de Cayey,Puerto Rico,United States,18.016667,-66.083333
3649,6576,"CARBON STORAGE OF BOTTOMLAND HARDWOOD AFFORESTATION IN THE LOWER MISSISSIPPI VALLEY, USA",Delta NF,Mississippi,United States,32.880343,-90.787
2073,6588,Effects of Vegetation Thinning on Above- and Belowground Carbon in a Seasonally Dry Tropical Forest in Mexico,El Eden Ecological Reserve,Yucatan Peninsula,Mexico,21.21,-87.182222
399,6803,Soil carbon fluxes and stocks in a Great Lakes forest chronosequence,Mature northern hardwood MH,Wisconsin,United States,45.89176,-90.11872
3877,6803,Soil carbon fluxes and stocks in a Great Lakes forest chronosequence,Aspen chronosequence YA,Wisconsin,United States,45.83322,-90.147173
3878,6803,Soil carbon fluxes and stocks in a Great Lakes forest chronosequence,Aspen chronosequence IA,Wisconsin,United States,45.888083,-90.223483
2046,6887,"Tree diversity, composition, forest structure and aboveground biomass dynamics after single and repeated fire in a Bornean rain forest",Sungai Wain,East Kalimantan,Indonesia,-1.06,116.49
13968,6887,"Tree diversity, composition, forest structure and aboveground biomass dynamics after single and repeated fire in a Bornean rain forest",Samboja,East Kalimantan,Indonesia,-0.59,116.56
3572,6952,Prioritizing land-management options for carbon sequestration potential,West Bengal,,India,26.716667,89
41,6996,Litterfall and decomposition in relation to soil carbon pools along a secondary forest chronosequence in Puerto Rico,Sierra de Cayey,Puerto Rico,United States,18.016667,-66.083333
393,7005,"Microbial biomass and activity along a natural pH gradient in forest soils in a karst region of the upper Yangtze River, China",Guizhou Academy of Forestry,Guizhou Province,China,26.8,106.75
40,7037,Successional change and resilience of a very dry tropical deciduous forest following shifting agriculture,Nizanda,Oaxaca,Mexico,16.658333,-95.111111
2403,7176,Secondary forest succession after the cessation of swidden cultivation in the montane forest area in Northern Thailand,Doi Inthanon,Chiang Mai Province,Thailand,18.55,98.516667
3570,7212,Variation of carbon storage by different reforestation types in the hilly red soil region of southern China,Ecological Benefit Monitoring Station,Hunan Province,China,27.083333,112.3
410,7216,Soil carbon dynamics in a chronosequence of secondary forests in northeastern Costa Rica,P4,Sarapiqui,Costa Rica,10.716667,-84.1
412,7216,Soil carbon dynamics in a chronosequence of secondary forests in northeastern Costa Rica,SF-11/SF-22/P3,Sarapiqui,Costa Rica,10.766667,-84.1
414,7216,Soil carbon dynamics in a chronosequence of secondary forests in northeastern Costa Rica,C-2.6,Sarapiqui,Costa Rica,10.6,-84.166667
415,7216,Soil carbon dynamics in a chronosequence of secondary forests in northeastern Costa Rica,C-2.8,Sarapiqui,Costa Rica,10.616667,-84.183333
416,7216,Soil carbon dynamics in a chronosequence of secondary forests in northeastern Costa Rica,C-7,Sarapiqui,Costa Rica,10.783333,-84.1
417,7216,Soil carbon dynamics in a chronosequence of secondary forests in northeastern Costa Rica,SF-8,Sarapiqui,Costa Rica,10.783333,-84.083333
419,7216,Soil carbon dynamics in a chronosequence of secondary forests in northeastern Costa Rica,SF-15,Sarapiqui,Costa Rica,10.766667,-84.016667
420,7216,Soil carbon dynamics in a chronosequence of secondary forests in northeastern Costa Rica,SF-17,Sarapiqui,Costa Rica,10.75,-84.116667
421,7216,Soil carbon dynamics in a chronosequence of secondary forests in northeastern Costa Rica,SF-20,Sarapiqui,Costa Rica,10.683333,-84.05
423,7216,Soil carbon dynamics in a chronosequence of secondary forests in northeastern Costa Rica,SF-23,Sarapiqui,Costa Rica,10.666667,-84.183333
424,7216,Soil carbon dynamics in a chronosequence of secondary forests in northeastern Costa Rica,SF-28,Sarapiqui,Costa Rica,10.716667,-84.05
425,7216,Soil carbon dynamics in a chronosequence of secondary forests in northeastern Costa Rica,SF-33,Sarapiqui,Costa Rica,10.65,-84.216667
13969,7216,Soil carbon dynamics in a chronosequence of secondary forests in northeastern Costa Rica,P1,Sarapiqui,Costa Rica,10.7,-84.166667
13970,7216,Soil carbon dynamics in a chronosequence of secondary forests in northeastern Costa Rica,P2,Sarapiqui,Costa Rica,10.716667,-84.133333
2086,7276,Carbon sequestration and biodiversity of re-growing miombo woodlands in Mozambique,N'hambita,Sofala Province,Mozambique,-18.978889,34.176944
3741,7280,"Soil changes induced by Acacia mangium plantation establishment: Comparison with secondary forest and Imperata cylindrica grassland soils in South Sumatra, Indonesia",Acacia mangium plantation,Sumatra,Indonesia,-3.5,103.75
398,7333,"Effects of seasonality, litter removal and dry-season irrigation on litterfall quantity and quality in eastern Amazonian forest regrowth, Brazil",Universidade Federal Rural da Amazonia,Para,Brazil,-1.316667,-47.95
3501,7582,"Carbon, nitrogen and phosphorus in volcanic soils following afforestation with native birch (Betula pubescens) and introduced larch (Larix sibirica) in Iceland",Hallormsstardu,,Iceland,65.083333,-14.733333
314,7614,Secondary forest growth deviation from chronosequence predictions in central Amazonia,Manaus BR-174,Amazonas,Brazil,-2.45,-60.05
41,7632,Long-term patterns in tropical reforestation: Plant community composition and aboveground biomass accumulation,Sierra de Cayey,Puerto Rico,United States,18.016667,-66.083333
238,7698,"Indigenous livelihoods, slash-and-burn agriculture, and carbon stocks in Eastern Panama",Ipet’_Ember‡,Panama Province,Panama,8.958333,-78.533333
444,7716,Floristic and structural recovery of a laurel forest community after clear-cutting: A 60 years chronosequence on La Palma (Canary Islands),La Palma,Canary Islands,Spain,28.566817,-17.844876
